reviewer_name,review_text,movie_name
TIME Staff,"Leone's newest effort, Once Upon a Time in the West, with a major cast and a lot of big studio money behind it, proves that he is simply a serious bore.",Once Upon a Time in the West
Joshua Rothkopf,"If there had to be a final Western, Once Upon a Time in the West would be it.",Once Upon a Time in the West
Dave Kehr,Moments of intense realism flow into passages of operatic extravagance; lowbrow burlesque exists side by side with the expression of the most refined shades of feeling.,Once Upon a Time in the West
David Parkinson,An operatic masterpiece.,Once Upon a Time in the West
Josh Larsen,"...an exaggerated, fairy-tale variation on the Western, big bad wolf and all.",Once Upon a Time in the West
Jeffrey M. Anderson,Leone's violent epic Western is an essential masterpiece.,Once Upon a Time in the West
Sean Axmaker,[Sergio] Leone creates a horseback epic of bad guys with a heart of gold and an iron engine that reshapes the landscape as its tracks are laid through the wilderness.,Once Upon a Time in the West
Tony Macklin,Is Sergio Leone's Once Upon a Time in the West (1968) the best western of all time?,Once Upon a Time in the West
Michael Mirasol,Once Upon a Time in the West is the mythic Western; an ode to the end of its era.,Once Upon a Time in the West
Glenn Dunks,"Gunslingers, one-road towns, horse and buggies... Once Upon a Time in the West has them all, and spread across a sprawling near three hour running time that is as punishing on the ol' rickety knees as it is rewarding to the eyes.",Once Upon a Time in the West
Stanley Kauffmann,There is something touching and maniacal about the two-and-three-quarter- hour result.,Once Upon a Time in the West
Dennis Schwartz,Leone shows his skills with superb mastery over the medium.,Once Upon a Time in the West
Emanuel Levy,"Sergio Leone's Western is his undisputed masterpiece, a lush, sensuous, elegiac operatic film made on epic yet intimate scale.",Once Upon a Time in the West
Tim Brayton,One of the pinnacles of world cinema.,Once Upon a Time in the West
Don Shanahan,Simply one of the best at being terrifying with the random unknown disconnected from any necessary lore.,Alien
Jack Kroll,"Alien will scare the peanuts right out of your M&M's. It was about time someone made a science-fiction thriller that thrills... and just boils everything down to the pure, ravishingly vulgar essence of fright.",Alien
Michael Ventura,This thing scared the shit out of me. Alien's a masterpiece of fright.,Alien
Catherine Chapin,"It is space in raw, horrifying terms. It is primitive, stricken, painful. And it is terrifying in the way that Edgar Allen Poe's horror stories are terrifying -- the physical reaction transcends the words, or, in this case, the images.",Alien
Elston Brooks,"You can have Star Wars, Close Encounters of the Third Kind and 2001. I'll take Alien.",Alien
Jeff Simon,Ridley Scott's Alien is simply extraordinary. It's as spectacular as horror thrillers ever get.,Alien
Desmond Ryan,"Miss Weaver, a New York actress making her film debut, makes the most of the opportunity without overdoing it. She suggests toughness and fear in equal measure.",Alien
Peter Travers,"The most intriguing aspect of the film is actress Sigourney Weaver, who cuts quite an imposing figure as the one intelligent member of the ship's crew besides the monster.",Alien
Roy Peter Clark,"Ridley Scott's new film Alien, destined to become the scary smash of summer, returns us to our senses. Our bad dreams [about extraterrestrials] were right.",Alien
David Denby,"Alien, like the Exorcist, works on your nerves and emotions with the practiced hand of a torturer extracting a confession. The movie is terrifying, but not in a way that is remotely enjoyable.",Alien
Charles Champlin,"You are in for jolts, shocks and some fairly gruesome and shuddering sights. With only his second feature, Ridley Scott has emerged as a major film maker. What he has to say is still not clear, but he certainly knows how to say it effectively.",Alien
Bill Cosford,"There are no moral choices, no Deer Hunter ambiguity or Midnight Express propaganda. There is only the quandary over whether to stick it out until the end, edge of the seat and all, or bolt for the exits and a dreamless sleep. Alien is very scary.",Alien
Stephen Schiff,"There hasn't been a monster movie this scary since Jaws, and nothing else in the science-fiction genre can touch it; it turns your muscles into coleslaw. It's also kind of dumb.",Alien
Stanley Kauffmann,"The plot as such is quickly tedious, not only because it's a stale ritual but because it gets repeated several times... A three-minute set of clips from the picture would make a good spine-tingler.",Alien
Walter V. Addiego,"Scott seems ponderous about getting through simple plot mechanics... But for those who like this kind of film, he's produced something like the equivalent of every amusement park ride rolled into one.",Alien
Robert W. Butler,We've seen it all before. What sets this movie well above its competitors in the hair-raising derby is its technical polish and the imagination with which director/cinematographer Ridley Scott and his production crew have visualized the spaceship.,Alien
Dean Johnson,"Scott has the commercialist's feel for economy, and if the film doesn't say much, the director makes up for a void of message with a stunning visuality.",Alien
Gary Arnold,"Sigourney Weaver is the only newcomer in the cast, but her movie debut may generate instant stardom. Weaver... is an experienced theater actress, and she brings an exciting combination of intelligence, bravery and sex appeal.",Alien
Dilys Powell,Alien is far from the customary exercise in disgust; it is a thriller which makes its points through passages of horror -- by my reckoning three passages; and the tension is enjoyable because so much is left to the imagination.,Alien
Lawrence O'Toole,"Often unintentionally funny, plotted more for convenience than sense, motivated by nothing other than money, Alien is expensive, silly, schlock.",Alien
Sean Axmaker,"... it borders on maudlin at times, but the rest mixes heartbreak and hardship with slapstick and spirited gags, all with the grace we’ve come to expect of cinema’s silent comic poet.",City Lights
Zita Short,That famous final scene didn’t leave me crying my eyes out because the two main characters were thinly drawn archetypes and their bond did not seem to mean anything,City Lights
Carson Timar,"Charlie Chaplin is a film auteur who's career boils down to two sides, that of comedy and that of personal statement. City Lights remains one of the strongest collaborations between the two.",City Lights
Brian Eggert,"City Lights may be Charles Chaplin's most personal motion picture, or perhaps the film's heightened measure of emotion just makes it feel that way.",City Lights
Dennis Harvey,"It was the year’s top hit, and remains as close to perfection as any feature vehicle for the “Little Tramp...""",City Lights
Dudley Early,"[The plot] isn't much; but, when written, directed, produced and starred by Charlie Chaplin it is a masterpiece.",City Lights
Jorge Luis Borges,In reality -- in what I believe is reality -- this much-seen film from the splendid creator and hero of The Gold Rush is nothing more than a weak collection of minor mishaps imposed on a sentimental story.,City Lights
Sarah Brinks,The physical comedy in City Lights is fantastic.,City Lights
Nicholas Bell,"There's a power in these frames, a moment that easily could be used to explain, shorthand, the human attraction to the cinematic form.",City Lights
Richard Propes,"Charles Chaplin didn't, to my knowledge, make a bad film during his career.",City Lights
Allen Almachar,City Lights has remained the most perfect showcase of [Charlie Chaplin's] brilliance.,City Lights
Mike Massie,"Not only Chaplin's greatest achievement, but also one of the most superlative films of all time.",City Lights
Matt Neal,"Ninety-plus years on, the movie is just as funny and endearing as it was in 1931.",City Lights
Francisco J. Ariza,"A very likable movie, but it's not extraordinary. [Full Review in Spanish]",City Lights
Mattie Lucas,"A magical film, as brilliant and majestic as the city lights from which it gleans its title.",City Lights
Chris Stuckmann,"Chaplin and his cast have crafted a silent film that is drastically funny, extremely well-shot and still holds up today...this is a labor of love, for sure, but the end result is a classic that has held the test of time.",City Lights
Irene Thirer,"""City Lights"" is excruciatingly funny and terribly, terribly sad. It makes you chuckle hysterically. You have the greatest time imaginable, and yet, occasionally you find little hurty lumps in your throat.",City Lights
Dan Jardine,"City Lights is a paean to our best impulses, a plea for humanitarianism and justice.",City Lights
Matt Brunson,"No filmmaker has ever been as successful as Chaplin in tugging at our heartstrings while simultaneously leaving us helpless in laughter, and this gem finds him operating at the peak of his abilities, even throwing his usual social critique into the mix.",City Lights
Scott Tobias,"There's dignity and folly to The Tramp in City Lights, and everything in between.",City Lights
Ed Potton,"It’s a masterpiece, whichever way you slice it.",Apocalypse Now
Rene Jordan,"It doesn't have a central argument, or a point of view, and not one character that the spectator can identify themselves with. [Full review in Spanish]",Apocalypse Now
Jay Scott,"A hallucinatory celebration of irrationality, of pure feeling, and even. perhaps, of insanity.",Apocalypse Now
Cory Woodroof,"This is the great American nightmare, the ultimate repudiation against anything Vietnam was supposed to accomplish.",Apocalypse Now
Andrew Bloom,"From the jump, Apocalypse Now conveys the sense of a man riddled with PTSD, who's all but lost himself in the trauma.",Apocalypse Now
Sarah Brinks,"The performances in the film are very strong. Martin Sheen is very good in the film. He plays things pretty close to the vest but the voiceover gives us a clear view into his thinking, fears, and insecurities.",Apocalypse Now
Rachel Wagner,I see why it is considered one of the great films of the 1970s.,Apocalypse Now
Richard Propes,Apocalypse Now is the kind of film that makes me thank God I fell in love with cinema.,Apocalypse Now
Mike Massie,"Artistically, it's quite reminiscent of film noir, with an abundance of deep shadows, a desolate voiceover by Willard, and a cast of morally unstructured antiheroes.",Apocalypse Now
Tom Meek,One of the great films of the (arguably) greatest decade in American cinema...,Apocalypse Now
Allen Almachar,"It was made through a combination of fear and determination, ending with an experience that is frightening, thought provoking, and brilliant.",Apocalypse Now
Leigh Paatsch,The eerie journey upriver taken by a tormented officer (Martin Sheen) to kill his rogue superior (Marlon Brando) remains as trippily compelling as many will recall.,Apocalypse Now
B. Ruby Rich,One of the pleasures of Apocalypse Now is that Coppola never settles for a single explanation.,Apocalypse Now
Amy Taubin,"Apocalypse has the expressive extravagance of a Wagner opera-and not merely because the swooping helicopter scene is set to the ""Ride of the Valkyries.""",Apocalypse Now
Jesús Fernández Santos,"This monumental apocalypse of napalm and helicopters ends up being a total spectacle of war, rarely achieved in film. [Full Review in Spanish]",Apocalypse Now
Armond White,"Although Apocalypse Now is not a great movie, it shows a still-impressive, politically inspired ambition -- a reminder of why film culture matters... Mixing pessimism with astonishment, it expanded cultural unease on a grand 70mm scale.",Apocalypse Now
Veronica Geng,"It has coherence, truthfulness, and conviction-up to a point.",Apocalypse Now
Michael Wood,"The film holds together well enough until it reaches its final muddle, and it has scenes and moments unequaled in recent European or American movies.",Apocalypse Now
Robert Hatch,"Coppola says he wanted to get to the moral issues that are behind all wars, but I think he has done no more than demonstrate the obvious-that in Vietnam we fought a bad war.",Apocalypse Now
Anton Bitel,"as Captain Willard (Martin Sheen) heads up river to assassinate Kurtz, his increasing admiration for the man is offset by his disgust at the scenes of more authorised insanity (and hypocrisy) all around.",Apocalypse Now
Don Shanahan,"By tackling a massive western, the writer and director continues to prove that he has never been short on ambition and gives us his grandest spectacle yet.",Django Unchained
John Brhel,"It might not be the most innovative in Tarantino’s oeuvre, but it’s got real stakes and memorable characters one can root for. Django is packed with Tarantino’s postmodern trademarks, but it also has the added value of actually addressing serious issues.",Django Unchained
Danielle Solzman,"In Django Unchained, Quentin Tarantino brings his revisionist style to the Spaghetti Western in one of his most violent movies to date.",Django Unchained
Brian Eggert,"Quentin Tarantino continues to play with history and cinematic tradition in Django Unchained, his self-proclaimed “Southern” whose deposits of blaxploitation and Spaghetti Western filmmaking engage a violent saga of revenge and historical atrocity.",Django Unchained
Keith Garlington,"The good moments are really good, but each of them are bookended by one questionable narrative choice or a blast of QT style that doesn’t always help the film as a whole.",Django Unchained
Danilo Castro,It's a fun but flawed film on the cusp of mastery that comes up slightly short.,Django Unchained
Erick Estrada,"Two Tarantinos directed each a half of the film, a dizzying way of telling a dizzying story, all of it to bring the western apocalypse, referencing Kill Bill (USA, 2003) and culminating with and ending that is so pop culture... [Full review in Spanish]",Django Unchained
Jason Adams,"I think to myself that ""disappointed"" is a strong word for it. But it's not. Pieces work but somehow the movie just really didn't gel.",Django Unchained
Toussaint Egan,"Packed with thrilling gunfights, tense drama, memorable quippy dialogue, and an impressive collection of breakout performances (minus Tarantino's weird cameo), Django Unchained easily ranks among the very best films Tarantino has ever produced.",Django Unchained
Kip Mooney,Gutsy and entertaining.,Django Unchained
Tony Black,"Django is another example of Tarantino looking at cultural American history through the lens of privilege, twisting truth and fiction through a grotesque, funhouse mirror.",Django Unchained
David Walsh,"Django Unchained is a miserable work, implausible and unconvincing from beginning to end (unlike the best ""spaghetti Westerns"" Tarantino claims to admire).",Django Unchained
Mike Massie,Christoph Waltz once again turns in a performance (largely due to the writing) that is astoundingly likeable and worthy of award consideration.,Django Unchained
Richard Propes,There's a lot of lunacy in Django Unchained.,Django Unchained
Allen Almachar,"Django Unchained may cross the line in its excess, but all the while, it remains consistently riveting up to its spectacular end.",Django Unchained
Brent McKnight,"Tarantino accomplishes what he set out to do, make a fun, violent, badass spaghetti western. He brings together the classic aesthetics of the genre, with his modern, pop culture saturated sensibilities, and his whip smart dialogue.",Django Unchained
Yasser Medina,Is another great film from Tarantino that reflects the level of maturity his cinema has reached. [Full review in Spanish],Django Unchained
David Lamble,A loose-cannon Best Picture pick.,Django Unchained
Anne Thompson,"Tarantino designed this revisionist western to blow people's gaskets. Packed with physical comedy, bloody action and hell-bent revenge, it looks like a classic widescreen Sergio Leone western...",Django Unchained
Katie Smith-Wong,Django is another gem in Tarantino's crown.,Django Unchained
Akhil Arora,"Memento places you in the mind of the protagonist in a fascinating way—by running it in reverse, you only know as much as the protagonist remembers—and that constantly makes you question what you’ve been told and what you see next.",Memento
Eddie Harrison,…one of the most demanding movies ever made…one of cinema’s most ornate puzzle-boxes…,Memento
Victoria Luxford,"Very complex detective thriller. Guy Pearce (leads) a terrific cast alongside Carrie Anne Moss. If you want to see the beginnings of how Nolan became such a big director, this is one to watch.",Memento
Paul Kanieski,"Memento ends as brilliantly as it begins, merging the two disparate timelines into one, and leaving us with a disquieting insight into human nature – that even fundamentally good people can gaslight themselves.",Memento
Cory Woodroof,"Nolan’s sophomore feature remains one of his most scintillating works, a noir for the ages draped in the pain of memories half-remembered and a future fully dependent on the past.",Memento
Danielle Solzman,"Christopher Nolan's sophomore feature, Memento, may confuse audiences with its non-linear narrative but it's every bit as thrilling.",Memento
Amy Bracken Sparks,"Directed by Christopher Nolan based on a short story by his brother, Jonathan Nolan, this is an intellectual exercise that's unlike anything you've seen lately.",Memento
Fico Cangiano,A nifty puzzle worth assembling. The film that put Nolan on the map. A psychological film noir breakthrough. [Full review in Spanish],Memento
Mike Massie,"Although the plot itself isn't terribly complex, the editing is so labyrinthine that multiple viewings are almost certainly necessary.",Memento
Tom Meek,The brain-teasing mystery put Christopher Nolan on the map as a filmmaking force...,Memento
Richard Propes,Pearce is positively astounding.,Memento
Siddhant Adlakha,"Nolan's winding timelines and practical stunts are marvels to behold, but they seldom compare to the slow push-in on Leonard's face, as brief but powerful bursts of memory envelop the screen.",Memento
Adam Kempenaar,"Think of all the ways that a linear film structure stabilizes us - the cause and effect chain of events. But Memento is about a character completely destabilized, so Nolan destabilizes us accordingly in a way maybe no other movie has.",Memento
Ed Travis,"Memento takes us on a mental trip of recovery, revenge, and remembering.",Memento
Joshua Rothkopf,"Memento would only be half as fun with only one gimmick or the other. Instead, the backward storytelling and the frozen man make for a wonderful pair, combining into something far more redemptive than it sounds.",Memento
C.J. Prince,Memento isn't just a film with a twist ending; its scatterbrained storytelling literally keeps you guessing with every scene.,Memento
David Nusair,Christopher Nolan's cinematic breakthrough...,Memento
Gilbert Adair,"If the prospect of having to do some of the work yourself doesn't alarm you, then Nolan's first American film is well worth catching, a thriller which is for once authentically Borgesian, to use an overworked qualifier.",Memento
Joe Morgenstern,"I can't remember when a movie has seemed so clever, strangely affecting and slyly funny at the very same time.",Memento
Jack Mathews,Writer-director Christopher Nolan's second film is one of the most original and ultimately confounding mind games to reach the screen since The Usual Suspects.,Memento
Jimmy Cage,"12TH FAIL is a nicely told, touching underdog success story. Well played and technically at a high level. But it also focusses a bit too much on its inspirational note and I struggle to fully accept its message and worldview.",12th Fail
Akhil Arora,"[The movie loves romanticising struggle and is] willing to glorify everything and be like keep struggling — his motto is 'repeat, repeat.' What do you mean [by] repeat? For what objective? To what end?",12th Fail
Tatsam Mukherjee,"Above all, 12th Fail is a paean to Vikrant Massey’s astronomical amounts of sincerity.",12th Fail
Pramit Chatterjee,"It’s unimaginably refreshing to see Vidhu Vinod Chopra and his team go back to the basics, employ long takes, use sound design to translate the emotions on-screen, and cut between scenes in, let’s say, a poetic fashion.",12th Fail
Nandini Ramnath,An emotionally resonant saga of determination and hope.,12th Fail
Vinamra Mathur,Vikrant Massey shines in this underdog story bolstered by Vidhu Vinod Chopra's conviction.,12th Fail
Monika Rawal Kukreja,Vikrant Massey delivers a superlative act in this pure and honest tale of success and failure.,12th Fail
Shubhra Gupta,"Vikrant Massey-starrer cleaves close to ground reality, with characters that makes you feel that they’ve wandered off the street, dishing out life-lessons laced with dollops of inspiration.",12th Fail
Anuj Kumar,"At a time when the moral compass of our films resembles a roulette wheel, here comes an inspirational tale that truthfully celebrates probity in public and private life.",12th Fail
Saibal Chatterjee,A gentle little film that stays true to its purpose.,12th Fail
Leslie Felperin,"A warm, if sentimental, paean to the idea that success in India, despite endemic corruption and the caste system, can still be achieved through meritocratic means.",12th Fail
Germain Lussier,"Raiders of the Lost Ark is a movie so well-made and confident it didn’t need to have a sequel, but we’re sure glad it did.",Raiders of the Lost Ark
Matt Brunson,"One of the all-time greats. Harrison Ford is perfection-plus as Indiana Jones, so iconic a character that the AFI cited him as the second greatest movie hero of all time (just under Atticus Finch and just above James Bond).",Raiders of the Lost Ark
Don Shanahan,Raiders of the Lost Ark is still the ideal mold for action movies for the generation that followed.,Raiders of the Lost Ark
Chase Hutchinson,"From the moment we meet the iconic adventurer all the way to its glorious finale, it remains one of the most fun times one could have at the movies. One only wishes modern action-adventure films had one iota of the craft and creativity of this one.",Raiders of the Lost Ark
Vincent Canby,"To get to the point immediately, Raiders of the Lost Ark is one of the most deliriously funny, ingenious and stylish American adventure movies ever made.",Raiders of the Lost Ark
Roger Ebert,"[Raiders of the Lost Ark] grabs you in the first shot, hurtles you through a series of incredible adventures, and deposits you back in reality two hours later -- breathless, dizzy, wrung-out, and with a silly grin on your face.",Raiders of the Lost Ark
John Brosnan,"A glorious mixture of spectacular, fast-paced action and sly humor.",Raiders of the Lost Ark
Sheila Benson,"There was the almost exhausting excitement of the film itself. And at the same time a second emotion, a rush of gratitude which almost brought tears for the contagious joy and -- not to be corny about this -- the strength of the film's positive vision.",Raiders of the Lost Ark
Eleanor Ringel Cater,"Raiders is the most fun to hit the screen since movies came in chapters. Reportedly, there are further adventures of Indiana Jones in the works. Let's hope so. Something this good deserves To Be Continued.",Raiders of the Lost Ark
Patrick Taggart,"It is, in short, a reminder of the very reason we go to movies. With its larger-than-life, wide screen images, the rich stereo sound, films such as Raiders of the Lost Ark are what will save the movie theater business from the video invasion.",Raiders of the Lost Ark
Gary Arnold,"It is a transcendent blend of heroic exploits, cliffhangers and chases distilled with nostalgia and wit from the pulp thrillers, comic books and Republic serials of the World War II era.",Raiders of the Lost Ark
Arthur Knight,"It's all done with such a great spirit of high adventure and good humor that you don't even begin to count the corpses... The finale suggests that Ford's Indiana Jones character will soon be back with further adventures, and I'm all in favor of it.",Raiders of the Lost Ark
Gene Siskel,"Yes, it's as entertaining as you have heard. Maybe more so. Raiders of the Lost Ark is, in fact, about as entertaining as a commercial movie can be.",Raiders of the Lost Ark
Vern Stefanic,"After watching just the first five minutes of Raiders of the Lost Ark, you’re hooked. You’re held captive in a action-packed world of adventure and romance and you can’t turn away because the thrills keep coming faster and faster, bigger and better.",Raiders of the Lost Ark
Joe Pollack,"Harrison Ford, who was Han Solo in Lucas' Star Wars, plays Jones in a hat and a generally unshaven condition that makes him look a great deal like the late Humphrey Bogart in Casablanca.",Raiders of the Lost Ark
Terry Orme,To say the Raiders of the Lost Ark is action-packed is to understate the case. There is hardly a scene that does not take your breath away.,Raiders of the Lost Ark
Jack Garner,"Raiders is as snappy as the crack of a whip, as daring as a leap over a snake-infested ravine, as rowdy as a fistfight in a grimy bar in Nepal, and as much fun as you could ever want in a film.",Raiders of the Lost Ark
Bruce R. Miller,"[Raiders of the Lost Ark] is destined for some kind of popcorn immortality. Rare in this world of one-shot communication, it makes one want to see it again and again. Without question, it's the best film of the summer.",Raiders of the Lost Ark
Joseph Gelmis,"Raiders of the Lost Ark is a heady mixture of high adventure, street-smart humor and hardboiled romance in the midst of nonstop lethal battles between the forces of -- yes -- good and evil.",Raiders of the Lost Ark
Sumner Rand,"John Williams, who wrote the atmospheric musical backgrounds for Star Wars and Empire, has succeeded again for Raiders.",Raiders of the Lost Ark
Sean Axmaker,"'The Lives of Others' is dark, but burning beneath the scathing political exposé of the GDR’s despotic paranoia and the personal tragedy of the drama is a bracing story of idealism, disillusionment, and defiance.",The Lives of Others
Brian Susbielles,It is an exceptional piece of intrigue in the deepest shades of gray in which the culture of fear of being spied on was deeply heightened.,The Lives of Others
Victor Pineyro,"In an on itself the film is about freedom, love, compassion, solitude, and everything that gets downtrodden in an oppression regime. An incredible paradox around obsession disguised as a film. [Full review in Spanish]",The Lives of Others
David Walsh,"One must point out there is a right-wing and a left-wing critique of Stalinism and the GDR, the opposite of genuine socialism.",The Lives of Others
Ard Vijn,"The actors are marvelous, with special mention of Ulrich Muhe who plays Wiesler. He gives a chilling portrayal of a man reluctantly driven to something approaching heroism.",The Lives of Others
Mattie Lucas,"Examines the effects of watching and being watched, both willingly and unwillingly, and turns them into a fascinating work of pure cinematic poetry.",The Lives of Others
Shubhra Gupta,"As [Captain Gerd] Weisler discovers his real self, layer by layer, we are in the presence of a masterful performance.",The Lives of Others
Namrata Joshi,"Donnersmarck makes an assured debut, builds the atmosphere of deceit, suspicion and suffocation and also undercuts it with some jokey moments.",The Lives of Others
Christy Lemire,"The Lives of Others is exquisitely tense, with massive stakes and a pervasive sense of danger.",The Lives of Others
Timothy Garton Ash,"It uses the syntax and conventions of Hollywood to convey to the widest possible audience some part of the truth about life under the Stasi, and the larger truths that experience revealed about human nature.",The Lives of Others
Richard Porton,Cinematic smugness has a fatal impact on the delineation of Wiesler's quietly heroic political calisthenics and The Lives of Others' supposedly uplifting denouement.,The Lives of Others
Dorothy Woodend,"The worst crime that this film has to offer is pure old simple dumbness, paper-thin characters, and a plot that leans heavily on artiness to give it the look of a more serious thinking story.",The Lives of Others
David Gritten,Reopens our eyes to the cruelties and soul assassinations that were carried out daily in the name of state socialism.,The Lives of Others
David Fear,,The Lives of Others
Hank Sartin,,The Lives of Others
Josh Larsen,The scope is especially impressive given that the movie is about a society obsessively focused on the tiniest of details.,The Lives of Others
Dave White,,The Lives of Others
Nick Rogers,"Activism proves tough on people who've thrived at their political patrons' blessings, and one character cruelly chooses a path of least resistance when the chips are down. A cataclysmic conclusion depicts political clamps on expression and emotion.",The Lives of Others
Rob Nelson,"If the filmmaker commits a crime, it's in pushing the [Stasi] character's rehabilitation slightly too far--about as much as the weight of a teardrop.",The Lives of Others
Geoff Berkshire,A truly unforgettable movie.,The Lives of Others
Dennis Harvey,"Paths of Glory was too sobering to be a popular success, but it established Kubrick as a leading director.",Paths of Glory
Kevin Maher,The director Stanley Kubrick and the producer-star Kirk Douglas anticipated the countercultural energy of the 1960s with this angry anti-war parable.,Paths of Glory
Anton Bitel,"...the real enemy here is the French officer class who, from their opulently appointed chateau, use infantry as pawns in pursuit of personal promotion and in covering up of their own highly consequential failures.",Paths of Glory
Roger Moore,"A brisk and biting World War I anti-war film, a politicized combat movie that reset the standard for trench warfare movies.",Paths of Glory
Matt Brunson,"Arguably the greatest antiwar film ever made, Stanley Kubrick's Paths of Glory feels like a mule kick to the stomach no matter how many times one has seen it (in my case, too many to recall).",Paths of Glory
Keith Garlington,The film also excels thanks to Kubrick’s visual choices particularly his decision to shoot in black and white. It is perfect considering the harshness of the material and the morally murky waters we navigate through.,Paths of Glory
Danielle Solzman,"Language issues notwithstanding, Stanley Kubrick certainly knows what he's doing with Paths of Glory.",Paths of Glory
Dilys Powell,"Mr. Kubrick has not been able to inject into figures which are literary and alien from the rough vitality which so naturally flowed [in The Killing]. Nevertheless, Paths of Glory in its authority, its piercingness, is an extraordinary film.",Paths of Glory
Victor Pineyro,I can't even begin to imagine how Kubrick made this movie. I was perplexed the entire time. An absolute masterpiece. [Full review in Spanish],Paths of Glory
Brian Eggert,The directors most humanist film.,Paths of Glory
Jonathan Baumbach,"At any time, fashionable or not, it is a disturbing plea against the horror and senselessness of war.",Paths of Glory
André Bazin,"Paths of Glory is finally a captivating work, both weakened and reinforced by its Americanism -- but a very diluted, Hollywood Americanism, at that, and therefore something of a positive force in the end.",Paths of Glory
P.S. Harrison,"The subject matter is fictional, but it has been handled so realistically that one feels as if he is witnessing a real-life occurrence.",Paths of Glory
Moira Walsh,"Stanley Kubrick brings a controlled power to his direction of the uncompromisingly grim events, and Kirk Douglas, who produced the film, finds a most congenial role as an uncorrupted French colonel fighting for his men.",Paths of Glory
Janet Graves,Flashes of angry humor and a final gleam of hope relieve grimness.,Paths of Glory
Harold Whitehead,That is the shocking story and it is told with a stark realism that quite literally gives one the shivers.,Paths of Glory
Matthew Rozsa,"For those who like to contemplate politics and philosophy through well-written narrative drama, it is a welcome distraction.",Paths of Glory
Sarah Brinks,I usually don't respond to Stanley Kubrick's films positively but I was moved by Paths of Glory and am very happy to have had the chance to see it.,Paths of Glory
Mike Massie,"An eye-opening, thought-provoking, powerful war picture that isn't so much anti-war as it is anti-politics, anti-corruption, and anti-authoritarianism.",Paths of Glory
Octavi Marti,"Paths of Glory is something like an invitation to disobedience, to mistrust those who are in a position of authority. [Full Review in Spanish]",Paths of Glory
Anthony McGlynn,"Avengers: Infinity War is the apex of franchise movie-making, bringing together a plethora of heroes from a number of different franchises to form the blockbuster of blockbusters.",Avengers: Infinity War
Manuel São Bento,"Avengers: Infinity War is a ground-breaking, unique movie within the genre.",Avengers: Infinity War
Jennifer Bisset,Who says all superhero films are predictable?,Avengers: Infinity War
Joseph Garcia,"People will have different opinions on the film depending on how invested they are in the characters in the movie. If you are knowledgeable of the characters and their stories thus far, this movie is flat-out incredible.",Avengers: Infinity War
Keith Garlington,"It’s a thrilling, funny, emotional, rip-roaring crowd-pleaser that serves as a fitting culmination of their decade-long buildup.",Avengers: Infinity War
Tony Black,"Infinity War is all about balance, in many different respects. Balance and tone, both of which, for a film with such ambition and size, are remarkable in how well they are executed.",Avengers: Infinity War
Brian Eggert,"The audience is left drained, albeit thrilled, and as every great MCU title does, it leaves us hotly anticipating the next chapter.",Avengers: Infinity War
Cory Woodroof,"The grand Marvel Cinematic Universe team-up has been out for a few weeks now, and just about everyone from Ben Garland to Zsa Zsa the now-fired Buccaneers Parrot has probably seen this giganto box office muncher of epic proportions.",Avengers: Infinity War
Taylor Baker,Episode 7: Globalism,Avengers: Infinity War
Hosea Rupprecht,"Thanks to the superb visual effects, the film is truly a work of art, even if it tries to pack in just a little too much, making some characters more like afterthoughts rather than integral to the plot.",Avengers: Infinity War
Kip Mooney,"I'm torn on the big finale. This is either the gutsiest ending of any modern blockbuster, or a prelude to an emotional cop-out.",Avengers: Infinity War
Nicholas Oon,"If you are remotely interested and if you remotely enjoyed the films of the MCU, this is a must watch. The Russo brothers have done it again.",Avengers: Infinity War
Fletcher Powell,It succeeded in doing exactly what it was likely designed to do: it made me want to watch more Marvel movies.,Avengers: Infinity War
Nicolás Delgadillo,An enormous action spectacle that never lets up.,Avengers: Infinity War
Alex Flood,Another mammoth slice of superhero mayhem...,Avengers: Infinity War
Richard Crouse,"The dangling nature of the story will be frustrating to some. For fans, however, the movie should deliver in a big way.",Avengers: Infinity War
David Walsh,"No genuine or long-lasting amusement or engagement is possible, as the reverential treatment of completely preposterous events and processes is what predominates.",Avengers: Infinity War
Jeffrey Zhang,"The Russo brothers deliver an epic, brutal, and oftentimes scattered showdown with the Mad Titan Thanos.",Avengers: Infinity War
Kshitij Rawat,Avengers: Infinity War is full of entertaining little parts that somehow do not make a compelling whole. It is a phantasmagoria of stunning action sequences and beautifully poignant moments that nevertheless leaves one cold in the end.,Avengers: Infinity War
Mike Massie,"There's nothing new about Marvel's money-raking formula, but as each new chapter comes along, the serialized story becomes more and more unwieldy.",Avengers: Infinity War
Caroline Cao,"As long as there’s creative juice for this world, any follow-up would feel inspired. It’s a tough act to follow; it’s difficult to outshine one of the most multidimensional animation films of the decade.",Spider-Man: Into the Spider-Verse
Mike Massie,"It’s yet another example of a generic, forgettable superhero story catering almost exclusively to sci-fi action, entirely ignoring whether or not it feels coherent or meaningful.",Spider-Man: Into the Spider-Verse
Tina Kakadelis,"Why the majority of superhero movies chose gloomy color palettes instead of Technicolor ones like Spider-Verse will never make sense. Ultimately, Spider-Man: Into the Spider-Verse is a shining example of what a superhero movie can be.",Spider-Man: Into the Spider-Verse
Cory Woodroof,"Perhaps the most important animated film to come out in the last decade, Spider-Man: Into the Spider-Verse was a renaissance of sorts for the artform.",Spider-Man: Into the Spider-Verse
