adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,595,tt0056592,en,To Kill a Mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",14.284787,/gQg6sPYfNTUlf8wEtydzWl09RyR.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1962-12-25,13129846.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,To Kill a Mockingbird,False,7.9,676.0
False,,31500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",http://www.apocalypsenow.com,28,tt0078788,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",13.5963,/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Zoetrope Studios', 'id': 26663}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-08-15,89460381.0,153.0,"[{'iso_639_1': 'km', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,This is the end...,Apocalypse Now,False,8.0,2112.0
False,,5000000,"[{'id': 37, 'name': 'Western'}]",,335,tt0064116,it,C'era una volta il West,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,15.589351,/giwzmbbRZDva184wBOHDXlrmBa3.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rafran Cinematografica', 'id': 218}, {'name': 'Finanzia San Marco', 'id': 11386}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1968-12-21,5321508.0,175.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There were three men in her life. One to take her... one to love her... and one to kill her.,Once Upon a Time in the West,False,8.1,1160.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,1092,tt0041959,en,The Third Man,"Set in postwar Vienna, Austria, ""The Third Man"" stars Joseph Cotten as Holly Martins, a writer of pulp Westerns, who arrives penniless as a guest of his childhood chum Harry Lime, only to find him dead. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Maj. Calloway and falling head-over-heels for Harry's grief-stricken lover, Anna.",8.513889,/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg,"[{'name': 'London Film Productions', 'id': 659}, {'name': 'British Lion Film Corporation', 'id': 660}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1949-08-31,596349.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Hunted by men ... Sought by WOMEN!,The Third Man,False,7.9,431.0
False,"{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.facebook.com/alienanthology/,348,tt0078748,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brandywine Productions', 'id': 19747}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1979-05-25,104931801.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,In space no one can hear you scream.,Alien,False,7.9,4564.0
False,,11500000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,11645,tt0089881,ja,乱,"Set in Japan in the 16th century (or so), an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them, or cause them to turn on each other...and him...",12.250232,/dwYUbrcQAyshW22yoUTzWwwC67b.jpg,"[{'name': 'Nippon Herald Films', 'id': 1598}, {'name': 'Greenwich Film Productions', 'id': 1657}, {'name': 'Herald Ace', 'id': 8886}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1985-06-01,4069653.0,162.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The Greatest Shakespeare Film,Ran,False,7.9,349.0
False,"{'id': 119674, 'name': 'Psycho Collection', 'poster_path': '/29pDqAgmb4idzWzuZncoT7LZplA.jpg', 'backdrop_path': '/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg'}",806948,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,539,tt0054215,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",36.826309,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Shamley Productions', 'id': 10717}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1960-06-16,32000000.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,False,8.3,2405.0
False,,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,600,tt0093058,en,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,13.94148,/zoiGcNlYBR0r2fO2uP44XQF6S1W.jpg,"[{'name': 'Stanley Kubrick Productions', 'id': 385}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Natant', 'id': 50819}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-06-26,46357676.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,"Vietnam can kill me, but it can’t make me care.",Full Metal Jacket,False,7.9,2595.0
False,,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",,279,tt0086879,en,Amadeus,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.",12.677592,/flnoqdC38mbaulAeptjynOFO7yi.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-10-26,51973029.0,160.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,...Everything you've heard is true,Amadeus,False,7.8,1107.0
False,,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,311,tt0087843,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",32.182851,/fqP3Q7DWMFqW7mh11hWXbNwN9rz.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1984-02-16,0.0,229.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.",Once Upon a Time in America,False,8.3,1104.0
False,,18000000,"[{'id': 18, 'name': 'Drama'}]",,1578,tt0081398,en,Raging Bull,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",8.868558,/cbTfaMrWpZWwF3mY40v1SKaAVCx.jpg,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-11-14,23000000.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Raging Bull,False,7.7,968.0
False,,14000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}]",http://www.dasboot.com,387,tt0082096,de,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",8.80338,/nAhTaTpjATAtoxlf3Hbe6bDvQe0.jpg,"[{'name': 'Radiant Film GmbH', 'id': 209}, {'name': 'Süddeutscher Rundfunk', 'id': 210}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Bavaria Film', 'id': 1704}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Twin Bros. Productions', 'id': 11344}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1981-09-16,85000000.0,149.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,When the hunters become the hunted,Das Boot,False,7.9,623.0
False,"{'id': 330605, 'name': 'The Sting Collection', 'poster_path': None, 'backdrop_path': None}",5500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,9277,tt0070735,en,The Sting,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,12.016821,/mQaM8fDQdFWwCTFp0TZG8fChlZ5.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-12-25,159616327.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,...all it takes is a little confidence.,The Sting,False,7.9,639.0
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",,490,tt0050976,sv,Det sjunde inseglet,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",6.47828,/iJXSumDrz64AvmFZaHHNBGDO1ex.jpg,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1957-02-16,0.0,96.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The Seventh Seal,False,7.9,569.0
False,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",6400000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,tt0088247,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",19.293562,/q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Hemdale Film', 'id': 3952}, {'name': 'Cinema 84', 'id': 4764}, {'name': 'Euro Film Funding', 'id': 7745}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-10-26,78371200.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Your future is in his hands.,The Terminator,False,7.4,4208.0
False,,16400000,"[{'id': 18, 'name': 'Drama'}]",,207,tt0097165,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",19.905716,/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-06-02,235860116.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,False,8.1,2786.0
False,,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,826,tt0050212,en,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",8.851646,/vtPR6tSHeu35rF6qTDw3Yjr9eDg.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Horizon Pictures (II)', 'id': 11356}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-10-02,27200000.0,161.0,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,It spans a whole new world of entertainment!,The Bridge on the River Kwai,False,7.7,554.0
False,"{'id': 359005, 'name': 'The Jake Gittes Collection', 'poster_path': '/bv2if3JS0E5IScbkrNJMmiJtcPF.jpg', 'backdrop_path': '/mPf6vo6hAzftf8qRS4qbwRVBBkJ.jpg'}",6000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,829,tt0071315,en,Chinatown,"Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",12.29227,/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Penthouse', 'id': 6226}, {'name': 'Long Road Productions', 'id': 10208}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-06-20,30000000.0,130.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,Chinatown,False,7.9,939.0
False,,3800000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,3090,tt0040897,en,The Treasure of the Sierra Madre,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",8.070589,/e3lYTRwiDVPQv07xKldwlLAXikN.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-01-24,4307000.0,126.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The nearer they get to their treasure, the farther they get from the law.",The Treasure of the Sierra Madre,False,7.9,285.0
False,,19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,694,tt0081505,en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",19.611589,/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg,"[{'name': 'Hawk Films', 'id': 88}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Peregrine', 'id': 11272}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1980-05-22,44017374.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A masterpiece of modern horror.,The Shining,False,8.1,3890.0
False,,8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,235,tt0092005,en,Stand by Me,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",15.206957,/kedC0y75jdzByjuZNLOWIOtduNw.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Act III Communications', 'id': 1153}, {'name': 'The Body', 'id': 90896}, {'name': 'Act III', 'id': 90897}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-08-22,52287414.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",Stand by Me,False,7.8,1568.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,832,tt0022100,de,M,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",12.752421,/AqE126KXLcT3wwmeM3HtlKqyGze.jpg,"[{'name': 'Nero-Film AG', 'id': 43854}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1931-05-11,0.0,117.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,M,False,8.0,465.0
False,,4000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",,5925,tt0057115,en,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",14.384114,/qhy4HgUqhEbwQ1ekKTv7yEB3b0e.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'The Mirisch Corporation', 'id': 219}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-06-20,11744471.0,172.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Put a fence in front of these men... and they'll climb it!,The Great Escape,False,7.8,731.0
False,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,11778,tt0077416,en,The Deer Hunter,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",7.729445,/slNJESItHPqp1CENEJQUPw8d7WE.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'EMI Films Ltd.', 'id': 538}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-12-08,50000000.0,183.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,One of the most important and powerful films of all time!,The Deer Hunter,False,7.8,943.0
False,,14600000,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,137,tt0107048,en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",12.989627,/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-02-11,70906973.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"He's having the worst day of his life... over, and over...",Groundhog Day,False,7.4,2358.0
False,,14000000,"[{'id': 37, 'name': 'Western'}]",,33,tt0105695,en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",10.942149,/km6qw4qUkHQRN5y2U1juM1WkBFh.jpg,"[{'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-08-07,159157447.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some legends will never be forgotten. Some wrongs can never be forgiven.,Unforgiven,False,7.7,1133.0
False,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",19000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",http://www.backtothefuture.com/movies/backtothefuture1,105,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-07-03,381109762.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,False,8.0,6239.0
False,,3000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,903,tt0061512,en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",9.718713,/vDwphkloD7ToaDpKASAXGgHOclN.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jalem Productions', 'id': 11496}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-06-22,16217773.0,126.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What we've got here is failure to communicate.,Cool Hand Luke,False,7.7,390.0
False,,2000000,"[{'id': 35, 'name': 'Comedy'}]",,914,tt0032553,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,9.241748,/hK2KsU0lNiYRqIrYJcC3x63dPnH.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Roy Export Company Establishment', 'id': 71975}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-10-15,11000000.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'eo', 'name': 'Esperanto'}]",Released,Once again - the whole world laughs!,The Great Dictator,False,8.1,756.0
False,,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,665,tt0052618,en,Ben-Hur,"Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken.",14.319743,/syPMBvvZsADTTRu3UKuxO1Wflq.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-12-26,146900000.0,212.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The entertainment experience of a lifetime.,Ben-Hur,False,7.5,660.0
